employee_id,age,gender,years_at_company,job_role,monthly_income,work_life_balance,job_satisfaction,performance_rating,number_of_promotions,overtime,distance_from_home,education_level,marital_status,number_of_dependents,job_level,company_size,company_tenure,remote_work,leadership_opportunities,innovation_opportunities,company_reputation,employee_recognition,attrition
17731,38,2,26,3,11315,3,1,3,2,1,26,2,1,0,1,2,105,2,2,2,3,2,2
32044,34,1,13,5,8284,1,2,3,3,2,31,2,1,1,3,2,23,1,2,2,4,3,2
55419,23,2,7,1,3547,3,4,3,2,2,13,1,1,0,3,2,58,1,2,1,2,3,1
49234,50,2,16,3,10599,3,3,3,2,2,71,4,1,2,1,1,70,2,2,1,4,4,1
32140,40,1,7,2,8330,3,3,4,0,2,44,2,1,0,1,1,53,2,2,2,3,1,1
36014,21,1,7,2,8167,3,3,1,0,2,17,5,3,2,2,2,75,2,2,2,3,4,1
57721,31,1,17,1,5373,3,1,2,0,2,6,2,2,5,2,1,70,2,2,2,4,3,1
42024,55,1,10,5,9817,1,3,2,0,2,17,4,3,2,2,3,20,2,2,2,2,4,2
6569,31,2,4,2,8588,3,2,3,0,2,53,4,1,0,1,1,58,2,2,2,4,3,2
32639,33,2,24,3,9466,1,2,3,0,1,34,1,3,0,3,1,103,1,1,2,4,4,1
52696,19,1,6,5,12914,2,1,3,2,2,95,5,2,0,2,1,62,1,2,2,3,3,2
9854,41,2,3,1,4223,2,1,3,0,2,55,5,1,0,2,1,32,2,2,2,1,1,2
8459,56,1,32,1,4551,4,4,3,0,2,14,4,3,3,1,3,87,2,2,2,3,1,1
33575,31,1,23,4,6769,2,2,4,0,1,44,4,3,2,3,2,70,1,2,1,2,1,1
9827,55,1,6,4,5825,2,2,1,2,2,98,5,3,2,3,1,18,2,2,2,2,3,1
47127,58,1,7,2,7307,2,3,1,0,2,88,2,2,0,1,2,49,2,2,1,2,3,2
72810,50,2,40,2,8889,3,3,3,0,2,25,5,1,1,2,2,76,2,2,2,2,1,2
56877,35,2,8,2,8468,4,2,4,1,1,39,4,1,1,2,1,27,2,2,2,1,3,2
8655,18,2,6,4,5487,3,1,3,0,2,57,4,1,4,1,2,68,1,2,2,3,3,2
14122,28,2,19,1,6645,1,1,3,0,2,19,1,1,0,3,3,23,1,2,2,2,1,2
35627,26,2,13,1,4749,3,3,3,1,1,30,4,3,0,3,2,31,1,2,2,3,1,2
73107,25,2,2,3,9502,3,1,4,0,2,78,2,2,0,3,2,50,2,1,2,3,3,1
30877,33,2,16,4,5906,2,1,1,1,2,81,2,3,1,3,2,57,2,2,2,2,3,1
7038,40,1,6,2,7952,3,3,3,1,1,49,5,2,1,2,2,61,2,2,2,3,3,1
63129,42,1,33,1,4495,1,1,3,0,2,53,4,1,0,1,1,62,2,2,2,2,1,2
46460,36,2,26,4,6694,3,4,1,0,2,75,5,1,1,3,1,65,2,2,2,2,4,1
954,50,1,15,1,4732,2,4,1,1,2,71,4,3,4,3,1,43,1,2,2,2,4,2
70356,53,2,16,5,9565,3,2,3,0,1,5,4,2,3,2,1,55,1,2,2,2,4,1
35289,31,1,5,3,9684,2,3,3,1,1,56,4,3,0,3,2,12,2,1,2,2,4,1
35404,21,1,11,1,4159,3,1,3,1,1,52,5,1,0,3,1,82,1,2,2,3,3,1
40480,24,2,15,1,3711,3,2,3,0,1,71,5,1,3,1,3,80,2,2,2,2,1,2
47752,25,1,1,3,8626,1,3,4,0,2,24,5,2,0,1,1,70,2,2,2,4,4,2
25112,25,2,6,1,4899,2,1,3,1,2,1,1,1,0,3,2,23,1,2,2,2,4,2
39905,33,1,8,1,3906,4,4,3,1,2,81,5,3,5,3,2,40,2,2,2,2,3,1
43646,49,1,2,4,6429,1,1,1,3,2,34,2,3,2,2,1,48,1,2,1,3,1,2
56663,58,1,26,2,8430,2,2,3,1,1,3,4,1,0,2,2,61,2,2,2,2,4,1
66500,43,1,31,2,8490,2,4,3,4,2,96,2,2,0,3,1,43,2,2,2,3,3,1
36883,27,1,1,2,8157,2,1,1,0,2,52,5,3,0,3,2,39,2,2,2,2,4,1
2864,29,1,19,1,3574,2,3,3,2,2,43,4,3,3,3,3,44,2,2,2,3,3,2
19254,41,2,33,1,3017,3,2,3,0,1,39,1,2,3,3,1,97,2,2,2,4,1,1
8608,44,1,3,2,6538,3,1,3,0,2,68,4,1,3,3,1,28,2,2,2,2,3,2
26841,43,2,34,3,9761,2,4,3,0,2,91,4,3,3,2,3,92,1,2,2,2,3,2
1163,53,1,36,4,5538,3,2,3,0,2,41,4,1,1,1,1,97,2,2,1,2,1,2
64207,27,2,1,3,9949,4,1,4,3,2,2,4,1,0,3,1,68,2,1,2,1,3,2
56093,46,2,38,2,6646,4,2,3,0,1,2,5,1,2,3,2,68,1,2,2,1,3,1
2443,25,1,3,1,4685,3,1,3,0,1,33,5,3,2,2,1,38,2,2,2,4,4,1
23201,27,1,10,5,6222,2,2,3,2,1,47,4,1,1,3,1,59,2,2,2,2,3,1
70041,40,1,20,5,7843,3,2,1,2,2,54,4,1,2,2,2,86,1,2,2,2,3,2
66307,57,2,19,1,4159,2,3,3,0,2,16,4,3,1,3,3,62,2,2,2,4,4,1
25631,55,1,15,2,7162,2,2,3,0,1,84,4,3,0,3,1,89,2,2,2,1,4,1
14096,24,1,16,1,3276,1,4,3,0,2,74,5,1,4,3,1,51,2,2,2,2,3,2
33165,41,1,10,2,8042,2,1,3,0,2,80,4,3,1,2,2,30,1,2,2,1,1,1
59237,39,2,4,3,8633,3,3,1,2,2,95,2,1,3,1,3,9,2,2,2,4,4,2
72865,24,2,4,4,5288,2,2,3,0,2,10,4,1,4,2,3,79,2,2,1,2,1,2
12359,43,2,26,5,9684,2,4,1,0,2,75,4,1,1,1,2,98,2,2,2,2,3,2
24580,58,2,41,5,7600,3,1,4,0,2,46,2,1,1,2,1,104,2,2,2,2,4,2
50507,34,1,4,3,5811,1,2,4,2,2,8,1,2,1,1,2,76,2,2,2,2,4,2
22878,37,2,3,4,6634,3,2,4,0,1,76,5,1,1,3,1,44,2,2,2,4,3,1
19003,39,2,1,4,6596,2,2,1,0,1,25,4,3,0,3,1,79,2,2,2,1,3,1
48192,39,2,2,2,8840,2,1,3,2,2,13,3,1,0,3,2,58,2,2,1,4,1,2
62021,24,1,3,1,5577,2,2,3,0,2,51,2,1,1,3,3,53,2,2,2,2,4,1
57847,23,2,2,3,8646,2,1,3,0,2,1,4,1,1,1,3,49,2,2,2,3,3,2
48657,52,1,19,4,5713,3,1,4,1,1,94,1,1,1,3,3,23,2,1,1,2,1,1
27937,36,1,11,5,12319,1,1,3,0,2,38,1,1,0,2,1,83,2,2,2,1,4,2
25543,25,2,2,4,6029,2,1,3,0,2,87,4,2,0,2,1,61,2,2,2,3,3,1
40086,35,2,10,3,4322,1,1,4,0,1,40,5,3,2,1,1,81,2,2,2,2,3,2
10320,25,2,10,2,6608,4,1,3,2,2,32,1,2,2,1,1,50,2,2,2,3,3,2
58000,39,2,29,4,6335,1,1,2,0,2,40,5,1,0,2,3,64,1,2,2,2,1,2
24657,58,2,45,4,5620,2,1,3,1,2,22,1,3,1,2,3,105,2,2,1,3,3,2
41781,19,1,11,5,11185,1,3,4,0,1,21,4,3,0,3,3,15,2,2,2,2,1,1
8116,21,2,12,1,3466,2,1,4,0,2,11,2,1,4,2,1,88,2,2,2,1,1,2
11251,41,1,30,1,4629,1,1,1,0,2,8,1,2,3,2,1,33,2,2,2,3,2,1
9490,32,2,3,4,5811,3,1,3,0,2,16,2,3,2,3,2,76,2,2,2,3,3,1
9732,48,2,13,3,9296,1,1,3,2,2,92,3,1,1,2,3,34,1,2,2,2,4,2
44821,37,1,13,4,5975,2,1,1,3,2,35,1,1,0,2,1,40,2,2,2,2,1,2
64438,45,2,28,1,4824,1,3,3,1,2,16,3,3,0,3,1,69,2,2,1,2,3,2
45219,20,2,7,5,13331,1,1,3,2,2,56,1,3,2,3,3,10,2,2,1,3,4,1
22058,45,2,27,1,3844,4,2,3,2,1,13,4,3,0,3,1,97,2,2,2,1,4,1
18428,52,1,27,4,6101,3,1,3,0,2,2,5,3,1,3,3,39,2,2,2,1,4,2
12496,22,2,8,1,3895,2,3,3,0,2,62,4,3,0,2,1,85,2,2,1,1,1,1
1792,23,2,8,1,4599,3,1,4,0,2,36,5,3,1,2,3,63,2,2,1,2,4,1
45525,35,2,11,5,9865,1,3,3,3,1,56,5,1,4,2,2,90,1,2,1,2,2,2
8640,23,2,13,1,5276,4,2,3,1,1,26,1,3,1,1,2,58,2,1,2,3,4,1
13324,57,2,18,5,9866,4,2,3,4,2,83,5,3,5,2,1,44,2,2,2,2,3,1
7892,47,1,2,1,5009,2,2,3,0,2,2,2,1,0,2,1,22,2,2,2,2,4,2
21595,23,1,4,5,11494,3,1,3,0,2,81,4,3,2,1,1,48,2,2,2,3,3,1
42421,33,2,23,3,5832,3,1,3,1,1,85,5,1,0,2,2,102,1,2,2,2,4,2
22935,58,2,16,2,9180,1,1,4,0,1,66,4,2,0,1,2,72,1,2,2,2,2,2
25925,59,2,41,1,4540,4,3,3,0,2,98,4,3,0,2,1,86,2,2,1,3,4,1
17250,43,1,2,4,5449,2,1,1,1,2,92,1,1,0,3,2,49,2,2,2,2,3,1
54437,43,1,4,1,3204,1,2,4,2,1,26,5,1,2,3,1,31,2,2,2,4,1,1
52198,55,1,37,5,7739,1,2,4,0,2,89,5,1,0,1,1,55,1,2,2,2,1,2
10056,30,1,20,1,4175,3,1,1,2,2,78,1,1,1,3,1,90,2,2,2,3,4,1
57644,19,2,6,2,8687,2,4,3,1,1,24,4,2,2,2,1,20,2,2,2,4,3,2
71714,33,1,5,2,8538,2,4,4,1,2,29,4,1,0,3,2,54,1,2,2,1,3,2
56967,49,2,3,3,8250,1,1,4,3,2,22,4,3,0,1,1,60,2,2,2,2,4,2
9723,32,2,19,1,3849,3,3,4,2,1,2,4,2,1,2,3,77,2,2,2,2,1,2
57537,43,2,5,2,7433,1,3,1,2,2,31,5,1,2,3,3,7,2,2,1,2,3,2
24685,24,1,14,3,11509,3,1,3,1,2,61,2,3,0,2,1,19,2,2,2,1,3,1
68407,26,2,2,5,8241,2,1,3,1,2,10,4,1,3,3,2,18,1,2,2,4,4,2
49645,57,1,45,5,13636,4,4,4,0,2,98,4,1,3,3,1,122,1,2,2,4,3,2
61676,33,1,17,4,6241,2,1,3,0,1,35,1,3,0,1,1,55,2,2,2,2,4,2
14545,41,1,3,5,9347,3,1,4,0,2,43,2,1,3,1,1,66,2,2,2,2,4,1
74345,33,1,10,2,6990,1,2,3,2,2,53,5,3,1,3,3,84,2,2,1,2,3,1
44643,53,2,7,1,4583,3,2,3,0,1,92,5,1,1,3,2,41,1,2,2,3,3,1
18959,51,2,4,1,4070,4,1,1,0,2,52,4,1,4,2,3,16,2,2,2,2,4,2
61001,25,2,11,2,7579,3,2,3,2,2,59,2,3,4,2,1,54,1,2,2,2,3,2
13365,24,2,2,5,8928,2,1,3,1,2,35,4,1,3,3,2,8,2,2,2,2,3,1
19165,30,1,18,2,7100,3,1,2,1,2,54,2,2,0,2,1,36,2,2,2,1,4,1
48279,24,2,7,1,4406,3,1,3,0,2,66,1,1,5,2,2,18,1,2,2,2,3,2
67004,46,1,29,1,4281,3,2,3,0,2,76,1,2,0,1,3,104,2,1,2,2,4,2
29101,21,1,7,2,9662,1,1,3,1,2,81,1,1,1,2,2,16,2,2,2,2,4,1
31899,30,2,19,2,9303,2,2,3,2,1,27,5,1,1,3,1,74,2,2,2,1,4,1
30645,23,2,14,3,9641,3,1,4,3,2,82,5,3,2,3,2,90,2,2,2,2,3,1
56973,33,2,25,3,5725,1,2,3,1,1,28,5,3,5,2,1,39,2,2,2,2,3,2
1748,54,1,30,5,9801,2,1,3,1,2,64,5,3,0,3,3,92,2,2,2,3,4,1
73828,29,1,10,4,4946,1,1,4,1,1,18,4,1,1,2,1,33,1,2,1,2,4,2
19555,22,2,13,5,8674,3,1,1,1,2,87,4,3,1,3,3,36,2,2,2,3,1,1
68531,51,2,39,1,3984,3,1,1,0,2,46,4,1,1,2,3,109,2,2,2,4,4,1
4089,28,1,18,3,9852,2,1,3,2,2,42,4,3,5,1,1,73,2,2,2,3,4,1
52274,53,2,44,4,5671,2,3,1,0,2,44,4,1,5,2,1,78,2,2,1,2,3,2
66192,49,2,31,3,9493,2,1,3,1,2,75,2,3,4,2,1,56,2,2,2,4,1,1
28297,54,2,11,1,4383,4,1,3,1,2,51,2,3,5,3,1,74,1,2,2,2,1,2
50505,34,1,20,2,9240,4,1,3,0,1,61,1,2,1,2,2,61,2,2,2,3,4,1
24339,33,2,7,4,6958,2,3,1,1,2,18,1,3,1,3,3,84,1,2,2,2,4,2
31727,56,2,18,5,7916,3,1,3,0,2,16,4,1,3,1,2,37,2,2,2,1,1,2
32619,21,2,4,3,7921,3,1,4,1,1,95,2,1,3,3,1,38,1,2,2,3,4,2
36046,26,1,15,1,5811,3,3,4,2,2,76,5,2,2,1,1,89,2,2,2,2,4,1
5673,27,1,12,5,9260,2,4,3,2,2,90,5,2,2,2,1,48,2,2,2,1,4,2
56336,28,1,15,5,10423,3,1,4,1,2,28,1,1,0,1,3,83,2,2,2,2,3,1
55475,46,2,35,4,6240,1,2,1,0,2,87,2,3,2,1,3,50,2,2,2,3,4,2
58692,24,1,4,3,11190,2,2,3,0,2,62,1,2,0,2,1,23,2,2,2,2,3,1
64811,25,1,6,2,7285,2,4,3,4,2,53,5,1,4,2,2,15,1,2,2,1,1,2
62899,20,1,10,4,5904,2,4,3,1,1,14,1,1,5,2,3,72,2,2,2,2,1,1
19839,44,2,21,4,5691,2,1,4,1,2,6,1,1,2,3,3,58,2,2,2,1,4,1
60075,39,1,9,1,4720,4,3,3,0,2,21,2,1,4,3,2,36,1,2,2,2,4,1
50788,40,1,4,5,9178,2,1,2,2,1,3,4,1,3,1,2,43,2,2,2,4,1,2
67792,21,1,12,2,7538,2,1,3,1,2,30,4,3,4,3,2,50,2,2,2,4,3,1
62353,43,1,20,1,3235,4,4,4,2,1,42,1,1,2,3,2,67,2,2,2,2,4,1
1258,36,1,19,5,10675,2,1,1,0,2,6,2,1,4,1,3,87,2,2,2,4,1,2
12043,53,1,15,1,4709,2,3,4,0,2,32,4,3,0,2,1,81,1,2,2,3,4,2
15321,40,2,28,2,7726,2,3,2,0,2,86,1,3,0,2,1,78,2,2,2,2,3,1
579,56,2,2,4,5483,2,3,3,0,1,61,5,1,0,2,2,42,2,2,2,4,3,2
46737,27,2,19,2,6568,1,2,3,2,2,73,2,1,3,1,2,29,2,2,2,2,1,2
24760,27,1,7,4,5983,4,2,4,1,2,1,2,1,1,3,1,34,1,2,2,2,3,1
56140,19,1,6,2,8980,2,1,3,0,2,47,4,3,2,3,3,56,1,2,2,3,1,2
2519,21,1,8,1,4319,2,1,3,0,2,78,2,3,0,2,1,70,2,2,2,4,1,1
68989,31,2,7,2,8798,2,2,3,1,2,32,4,3,1,3,1,63,2,2,2,4,3,1
65725,56,1,26,1,4185,3,1,3,0,2,7,5,2,0,2,1,33,2,2,2,2,3,2
21191,19,2,8,2,10132,4,1,3,0,2,77,4,1,5,3,2,65,2,2,2,2,3,1
50351,19,2,3,5,8184,2,1,2,1,2,76,5,3,1,2,3,65,2,2,2,2,1,1
36911,55,2,3,2,8356,2,3,4,1,2,47,2,3,0,1,2,21,2,2,2,2,1,2
66795,56,1,39,2,6983,1,3,3,1,2,20,2,3,2,2,2,67,2,2,2,3,1,1
44023,34,2,1,1,5673,2,3,4,0,2,58,1,1,1,2,1,23,2,2,2,2,4,2
34835,33,2,20,1,4530,3,1,4,0,2,58,1,3,4,3,2,48,2,2,1,4,3,1
22209,38,2,24,4,5707,2,1,3,0,1,27,1,1,2,2,1,35,2,2,2,2,3,2
66610,40,1,31,4,5248,2,1,3,1,2,58,2,1,0,3,3,32,1,2,2,2,1,2
5971,42,2,5,5,8626,3,3,3,0,1,66,4,2,1,2,1,61,2,2,2,1,1,2
52896,23,1,8,5,10490,1,3,3,0,1,89,5,1,0,1,2,40,2,2,2,4,4,2
1257,37,1,29,2,7777,2,4,4,1,2,75,2,3,1,3,1,49,2,2,2,4,1,1
24495,56,2,14,5,10744,4,1,1,0,2,67,4,3,3,1,2,60,2,1,1,2,3,1
4029,21,2,12,2,7091,2,2,3,3,1,81,2,3,2,2,1,85,2,2,2,3,1,1
45515,38,1,1,5,8462,3,1,3,2,2,91,3,1,0,3,3,79,2,2,2,2,2,2
23865,55,2,42,4,6096,2,1,3,1,2,3,2,1,1,2,1,70,2,2,1,2,4,2
32532,18,2,2,2,8450,1,1,3,1,2,18,2,1,0,2,1,54,2,2,2,2,1,2
47365,46,1,4,5,8051,4,1,2,3,2,25,5,3,1,2,1,62,2,2,2,2,3,1
37682,18,1,4,3,5785,2,2,3,1,2,97,4,2,1,1,1,6,2,1,2,4,4,2
29722,33,2,23,1,4631,3,1,3,0,2,90,5,1,3,3,2,42,2,2,2,3,4,1
22261,51,2,17,1,6059,2,1,1,0,2,82,4,2,0,1,1,53,2,2,2,2,3,2
25754,33,1,18,3,10601,3,1,3,0,2,26,4,3,0,3,1,46,2,2,2,3,3,1
25808,52,1,22,4,5579,3,1,1,1,2,19,5,3,0,1,1,30,2,2,2,2,4,2
19081,28,1,2,1,3876,4,3,3,0,1,42,1,2,3,1,2,26,2,2,2,3,2,1
2928,39,1,29,5,9562,2,1,3,0,1,26,4,3,0,1,2,43,2,2,2,2,1,2
38512,21,2,10,1,3589,3,1,3,0,2,59,2,3,2,3,1,79,2,2,2,4,1,1
26542,40,2,30,5,7139,3,2,3,2,2,10,5,1,1,3,3,106,2,2,2,2,3,1
7479,48,2,38,1,4305,2,2,3,1,2,63,1,2,2,3,3,60,1,2,2,4,4,2
55128,40,1,3,5,7352,3,3,3,0,2,32,4,3,1,2,1,22,2,2,2,2,4,1
32235,34,1,10,3,7019,2,1,3,0,2,90,1,1,1,3,1,81,1,2,2,2,3,2
9646,53,1,36,3,6955,3,1,3,0,1,61,4,3,0,3,3,42,2,2,2,2,4,1
9386,54,2,12,3,4776,4,4,1,0,1,44,5,1,1,1,1,24,2,2,2,1,4,2
52126,37,2,23,5,8713,2,1,3,3,1,54,2,3,0,3,1,34,2,2,2,2,1,1
59127,21,2,1,4,5581,4,2,4,0,2,63,2,1,0,2,1,23,1,2,2,2,3,2
43851,26,2,18,3,10461,3,1,2,1,2,74,2,1,0,3,1,39,2,2,2,2,3,1
20921,38,2,11,5,8603,3,1,4,2,2,68,2,3,1,3,2,47,2,2,2,2,4,1
39751,42,1,20,1,3493,2,4,1,1,2,94,4,2,4,3,3,41,2,2,2,4,3,1
59187,29,1,8,5,10047,3,3,1,0,2,12,5,1,3,2,2,17,2,2,2,3,4,1
40549,41,1,23,5,8714,2,2,3,0,2,1,1,1,0,1,2,90,2,1,2,2,3,2
15166,31,2,15,2,9791,3,1,3,0,2,93,4,3,1,2,1,30,1,2,1,3,4,2
29687,44,2,1,2,8254,3,1,3,0,1,19,5,3,1,3,2,12,2,2,2,4,3,1
73656,35,2,22,4,5284,1,1,3,0,2,89,2,3,2,3,1,101,2,2,2,1,3,1
53738,34,1,20,4,5989,4,4,3,0,2,73,4,2,4,2,1,36,2,2,2,3,4,1
46528,59,1,3,1,3230,2,1,1,0,1,45,1,1,4,2,1,54,2,2,2,4,4,2
28633,51,1,8,1,3294,2,2,1,0,2,85,3,2,0,2,3,69,2,2,2,1,3,2
48769,39,2,2,3,5810,4,1,4,2,2,20,1,3,1,3,1,23,2,2,1,4,3,1
31472,49,2,20,1,5116,2,2,3,1,2,16,2,3,0,2,1,88,2,2,2,4,1,1
69902,38,2,2,4,6244,3,1,1,0,2,80,5,1,1,3,2,47,1,2,2,2,4,2
2509,31,2,22,3,7971,2,4,4,1,2,74,5,1,3,3,2,68,2,2,2,2,1,2
3796,51,1,13,1,4380,2,1,1,0,2,61,4,1,0,3,3,43,2,2,2,4,1,1
47055,27,2,18,3,9522,3,4,3,0,2,41,4,2,0,2,3,27,2,2,1,2,4,1
4574,46,2,22,5,9646,1,1,3,0,2,95,5,2,0,2,1,81,2,2,2,3,3,1
14753,49,1,14,5,12342,3,3,1,2,2,1,2,3,3,1,3,50,2,2,2,2,1,1
15392,36,2,1,5,8766,3,1,4,0,1,68,2,1,0,3,3,55,2,2,2,3,1,1
20249,19,1,7,5,10287,3,3,3,0,1,90,2,1,1,3,2,43,2,2,2,4,3,1
42315,51,2,32,1,5352,4,2,2,2,1,98,4,2,2,2,1,44,2,1,2,4,4,1
30015,58,2,21,5,9104,4,4,2,0,2,86,1,3,4,2,1,33,2,2,1,4,4,1
17463,25,2,10,1,5631,2,2,3,0,1,21,5,1,1,3,1,81,2,2,2,3,3,2
51015,56,2,32,2,6999,2,1,3,1,1,99,1,1,3,1,2,94,2,2,2,2,4,2
51485,32,1,19,3,7397,3,1,3,4,2,50,2,3,3,2,3,89,2,2,2,2,4,1
12546,41,1,11,2,6236,3,1,1,0,2,73,2,3,0,2,1,77,2,2,1,1,1,1
22476,54,1,43,5,7900,2,4,3,0,1,61,3,1,3,2,1,69,1,2,2,3,4,2
57830,54,2,38,2,8741,3,3,1,2,1,15,2,2,1,3,1,68,1,1,2,2,1,2
21048,44,1,6,2,8142,3,1,4,1,2,61,2,3,0,3,1,57,1,2,2,4,1,1
28585,38,1,29,4,5368,2,1,3,4,2,2,5,1,0,2,2,48,2,2,2,2,4,2
9136,24,2,6,5,9664,1,2,3,1,2,90,1,2,3,3,1,54,2,2,2,2,3,1
14155,19,2,1,2,8295,2,1,3,0,2,83,3,3,2,3,2,74,2,1,2,3,4,2
16717,52,1,11,1,4626,4,1,3,1,2,9,5,3,1,3,2,22,1,2,2,3,4,1
66095,29,2,19,5,11693,3,2,1,2,2,59,5,1,3,2,1,66,2,2,2,2,3,1
46047,23,1,15,2,6891,3,3,4,0,2,85,4,1,1,2,1,19,2,2,2,3,3,1
37009,40,2,3,2,8655,3,1,4,0,2,58,2,1,3,1,1,79,2,2,2,4,4,1
21600,55,2,10,5,10960,3,3,3,0,2,78,4,3,0,2,1,15,2,2,1,3,1,1
42303,34,1,15,2,6712,2,1,3,0,1,15,5,1,0,3,1,48,2,2,2,4,4,1
16153,27,1,17,2,8124,2,1,3,3,2,91,5,2,3,2,1,61,2,2,2,2,3,2
52277,28,2,10,2,8757,2,1,1,3,2,22,5,1,2,3,1,11,1,2,2,3,1,2
49316,50,2,37,1,3667,2,4,3,0,2,91,4,1,1,2,2,55,2,2,2,3,4,1
55830,19,2,10,4,5625,2,1,3,0,1,84,5,2,1,2,1,47,2,2,2,2,4,2
27402,49,1,14,2,9218,2,1,3,0,2,46,2,3,1,3,1,67,2,2,2,3,3,1
19615,25,2,2,4,6051,2,1,1,2,2,4,1,2,1,2,2,53,2,2,2,1,3,1
15177,53,1,16,5,12362,1,1,1,1,1,74,4,2,2,3,3,26,2,2,2,2,1,1
15710,48,1,20,5,9776,3,1,1,1,2,97,4,2,1,1,1,73,2,2,2,4,3,2
54560,34,2,5,4,6057,3,1,3,0,1,72,5,1,2,1,1,65,1,2,2,3,1,2
48707,40,2,19,5,9658,3,1,4,2,1,62,3,3,3,2,2,80,2,2,2,2,1,1
28522,30,1,15,5,8210,2,4,3,2,2,31,3,1,2,3,2,52,2,2,2,2,4,2
37784,23,2,3,5,7889,3,3,3,0,2,64,4,1,3,1,2,78,2,2,2,2,4,2
29538,55,1,21,4,5819,2,1,1,2,2,66,5,1,2,2,1,22,2,2,2,3,3,1
1577,19,2,8,4,5858,1,4,3,0,2,70,4,1,0,2,2,35,2,2,2,4,4,2
6514,38,1,22,2,8478,2,3,3,0,2,47,4,1,4,1,1,77,2,2,2,4,3,2
68582,38,1,18,2,8903,1,1,3,0,1,45,1,1,0,3,1,53,2,2,2,3,3,2
11276,19,2,5,5,11252,2,1,3,0,2,95,1,1,1,1,1,24,2,2,2,1,1,1
14927,36,1,1,3,11284,3,3,3,1,2,60,2,1,1,2,1,78,2,2,2,3,4,1
38376,24,2,10,3,4716,2,1,3,0,2,90,4,2,0,3,1,55,2,2,1,4,4,1
14958,55,1,30,4,5688,2,2,3,1,2,65,5,1,1,3,1,81,2,2,2,4,1,1
62513,29,1,4,5,9422,3,1,1,0,2,81,5,3,1,3,1,68,2,2,2,1,4,1
37462,31,2,22,4,6480,3,4,3,0,2,26,2,3,0,1,2,48,2,2,2,2,1,2
13380,54,2,36,5,10211,4,1,3,1,1,32,1,1,1,1,1,93,2,1,2,2,1,2
36715,26,2,14,1,2876,2,1,4,0,2,10,4,1,2,3,2,75,2,2,2,2,1,2
45553,59,2,23,1,5074,3,1,3,2,2,15,2,3,0,2,1,67,2,2,2,4,3,2
23049,26,1,2,3,8883,1,1,3,1,2,5,3,3,0,3,2,56,2,2,2,1,3,2
72871,40,1,23,1,4373,3,1,3,0,2,91,5,1,1,2,3,62,2,2,1,2,4,2
38113,51,2,43,2,8882,3,1,4,0,1,70,1,1,0,2,1,66,2,2,2,3,3,2
912,41,1,4,1,4867,4,4,3,0,2,24,2,3,5,2,1,33,2,2,2,4,4,1
12432,54,2,26,1,5102,2,2,3,0,2,35,1,3,1,1,1,75,1,2,1,3,1,2
17361,48,2,36,5,8502,2,1,3,0,2,19,4,1,0,3,1,104,2,2,2,2,3,2
37612,51,2,4,4,5877,2,2,4,1,2,9,5,1,2,2,1,36,2,2,1,4,1,2
10689,52,2,4,5,9718,3,1,1,3,2,99,4,1,2,3,1,31,2,2,2,4,3,1
71762,26,1,10,3,9651,2,1,3,0,1,34,2,1,2,2,1,80,2,2,2,3,4,1
33030,22,1,7,2,7472,2,1,2,0,2,72,1,3,2,3,1,8,2,2,2,3,4,1
31464,28,2,8,2,8253,3,1,3,1,2,20,3,1,0,2,2,64,1,2,2,4,4,2
46769,52,2,15,3,3005,2,1,3,0,2,37,5,3,1,1,3,56,2,2,2,3,1,2
28407,53,2,22,2,8760,3,3,3,0,1,62,4,3,0,1,3,31,1,2,1,1,3,2
61619,54,2,17,5,9600,3,3,3,0,2,69,4,1,1,3,1,31,2,2,1,3,1,1
60194,57,2,31,2,6962,2,2,3,0,2,35,5,1,0,3,1,87,2,2,2,1,1,2
70465,43,1,11,3,6878,3,2,1,0,2,75,2,1,3,2,1,84,2,2,2,1,1,2
3301,20,2,1,1,4426,2,1,1,2,1,33,1,1,0,3,1,62,2,2,2,2,4,2
12640,19,2,5,2,7755,3,2,1,0,2,57,4,2,1,3,1,69,2,2,1,2,3,1
41490,31,2,16,2,9735,3,2,1,3,2,5,4,1,2,3,1,75,2,2,2,3,4,2
63174,27,1,7,2,9384,2,3,1,0,2,4,5,1,0,3,1,19,2,1,2,4,3,2
27320,36,1,1,2,8922,4,3,3,1,2,50,2,3,3,3,1,36,2,2,2,4,3,1
7913,42,1,28,2,7377,1,1,3,1,2,16,1,1,4,3,2,105,1,2,2,2,1,2
33257,20,1,3,2,6461,3,1,3,0,1,36,5,2,1,3,2,63,2,1,1,4,4,1
39741,23,1,14,5,9089,3,1,2,3,1,98,5,1,4,2,2,54,2,1,2,3,3,2
6936,19,1,9,1,3972,2,1,3,0,2,94,3,3,0,2,3,56,2,2,1,4,3,1
9982,29,1,12,1,4968,4,1,1,2,1,42,1,3,0,2,1,69,2,2,2,4,4,1
44849,35,1,21,3,9690,4,2,4,1,1,89,5,2,3,2,2,31,1,2,2,2,1,1
12815,37,2,27,4,6185,3,3,3,0,2,16,4,3,1,3,3,102,2,2,2,3,4,1
45758,44,1,12,5,10739,2,1,1,0,2,15,4,1,0,2,1,84,2,2,2,2,3,2
33248,30,2,21,3,11292,2,4,3,0,2,79,2,2,2,3,3,59,2,2,2,2,4,1
73003,33,1,17,5,5927,2,2,3,0,1,26,4,1,1,3,3,53,2,2,2,2,1,1
